1,16384,2560,21,0,0,15,2,1,24,160,0.0412979
1,16384,16384,21,0,0,18,2,1,24,512,0.17579
1,16384,13312,21,0,0,18,2,1,21,416,0.141865
1,6656,16384,21,0,0,15,1,0,24,0,0.0806707
2,16384,2560,21,0,0,15,2,1,24,160,0.0415027
2,16384,16384,21,0,0,18,2,1,24,512,0.176312
2,16384,13312,21,0,0,18,2,1,21,416,0.142438
2,6656,16384,21,0,0,15,1,0,24,0,0.0810189
3,16384,2560,21,0,0,15,2,1,24,160,0.0414515
3,16384,16384,21,0,0,18,2,1,24,512,0.177275
3,16384,13312,21,0,0,18,2,1,21,416,0.142193
3,6656,16384,21,0,0,15,1,0,24,0,0.0812237
4,16384,2560,21,0,0,15,2,1,24,160,0.0414822
4,16384,16384,21,0,0,18,2,1,24,512,0.177838
4,16384,13312,21,0,0,18,2,1,21,416,0.142684
4,6656,16384,21,0,0,15,1,0,24,0,0.0818995
8,16384,2560,21,0,0,15,2,1,24,160,0.0415642
8,16384,16384,21,0,0,18,2,1,24,512,0.179446
8,16384,13312,21,0,0,18,2,1,21,416,0.143135
8,6656,16384,21,0,0,18,1,0,21,0,0.0823501
12,16384,2560,21,0,0,15,2,1,24,160,0.0418304
12,16384,16384,21,0,0,15,1,0,24,0,0.181197
12,16384,13312,21,0,0,18,2,1,21,416,0.143985
12,6656,16384,21,0,0,18,1,0,21,0,0.0830362
16,16384,2560,21,0,0,15,2,1,24,160,0.0420352
16,16384,16384,21,0,0,15,1,0,24,0,0.182241
16,16384,13312,21,0,0,18,2,1,21,416,0.144712
16,6656,16384,21,0,0,18,1,0,21,0,0.0835584
32,16384,2560,21,0,0,15,2,1,24,160,0.045312
32,16384,16384,21,0,0,15,1,0,24,0,0.185631
32,16384,13312,21,0,0,18,2,1,21,416,0.145818
32,6656,16384,21,0,0,18,1,0,21,0,0.084439
48,16384,2560,21,0,0,15,2,1,24,160,0.0434381
48,16384,16384,21,0,0,15,1,0,24,0,0.192082
48,16384,13312,21,0,0,18,2,1,21,416,0.146924
48,6656,16384,21,0,0,18,1,0,21,0,0.0856781
64,16384,2560,21,0,0,15,2,1,24,160,0.0441037
64,16384,16384,21,0,0,18,1,0,21,0,0.194089
64,16384,13312,21,0,0,18,2,1,21,416,0.148122
64,6656,16384,21,0,0,15,1,0,23,0,0.0860672
96,16384,2560,21,0,0,17,2,1,24,160,0.0505242
96,16384,16384,21,0,0,24,3,1,21,256,0.216812
96,16384,13312,21,0,0,24,2,1,21,208,0.158659
96,6656,16384,21,0,0,17,1,0,24,0,0.104622
128,16384,2560,21,0,0,20,4,4,23,5242880,0.0534118
128,16384,16384,21,0,0,24,3,1,21,256,0.221768
128,16384,13312,21,0,0,20,1,0,23,0,0.155361
128,6656,16384,21,0,0,24,1,0,21,0,0.108165
160,16384,2560,21,0,0,18,3,1,21,240,0.0670925
160,16384,16384,21,0,0,20,2,1,17,1024,0.299745
160,16384,13312,21,0,0,24,1,0,18,0,0.225587
160,6656,16384,21,0,0,18,1,0,21,0,0.125553
192,16384,2560,21,0,0,18,3,1,21,240,0.0695706
192,16384,16384,21,0,0,20,2,1,17,1024,0.301998
192,16384,13312,21,0,0,24,1,0,18,0,0.227768
192,6656,16384,21,0,0,18,1,0,21,0,0.130478
224,16384,2560,21,0,0,23,5,4,21,11468800,0.0728371
224,16384,16384,21,0,0,20,2,1,17,1024,0.307333
224,16384,13312,21,0,0,24,1,0,18,0,0.228106
224,6656,16384,21,0,0,20,2,1,17,1024,0.149422
256,16384,2560,21,0,0,23,5,2,21,13107200,0.074711
256,16384,16384,21,0,0,20,2,1,17,1024,0.311634
256,16384,13312,21,0,0,24,1,0,18,0,0.22998
256,6656,16384,21,0,0,20,2,1,17,1024,0.153641
320,16384,2560,21,0,0,18,1,0,24,0,0.0916787
320,16384,16384,21,0,0,20,3,1,17,1536,0.437361
320,16384,13312,21,0,0,20,1,0,17,0,0.340818
320,6656,16384,21,0,0,18,1,0,21,0,0.195113
384,16384,2560,21,0,0,20,3,1,17,240,0.0991642
384,16384,16384,21,0,0,24,1,0,18,0,0.440412
384,16384,13312,21,0,0,20,1,0,17,0,0.351017
384,6656,16384,21,0,0,24,1,0,18,0,0.198185
448,16384,2560,21,0,0,20,4,2,17,18350080,0.116808
448,16384,16384,21,0,0,20,1,0,17,0,0.554783
448,16384,13312,21,0,0,24,1,0,18,0,0.439163
448,6656,16384,21,0,0,20,1,0,17,0,0.242432
512,16384,2560,21,0,0,20,4,2,17,20971520,0.119501
512,16384,16384,21,0,0,20,1,0,17,0,0.566211
512,16384,13312,21,0,0,24,1,0,18,0,0.442798
512,6656,16384,21,0,0,20,1,0,17,0,0.246006
640,16384,2560,21,0,0,20,1,0,23,0,0.127601
640,16384,16384,21,0,0,24,1,0,18,0,0.656927
640,16384,13312,21,0,0,20,1,0,17,0,0.565197
640,6656,16384,21,0,0,20,1,0,17,0,0.290376
768,16384,2560,21,0,0,20,5,1,17,480,0.161935
768,16384,16384,21,0,0,20,2,1,17,3072,0.852511
768,16384,13312,21,0,0,24,1,0,18,0,0.655002
768,6656,16384,21,0,0,20,1,0,17,0,0.377969
896,16384,2560,21,0,0,24,3,1,18,280,0.17922
896,16384,16384,21,0,0,20,2,1,17,3584,0.972964
896,16384,13312,21,0,0,20,1,0,17,0,0.775854
896,6656,16384,21,0,0,20,1,0,17,0,0.426076
1024,16384,2560,21,0,0,20,4,1,17,640,0.196291
1024,16384,16384,21,0,0,24,1,0,18,0,1.07957
1024,16384,13312,21,0,0,24,1,0,18,0,0.867103
1024,6656,16384,21,0,0,23,1,0,15,0,0.470548
2048,16384,2560,21,0,0,20,1,0,17,0,0.339538
2048,16384,16384,21,0,0,20,1,0,17,0,2.07538
2048,16384,13312,21,0,0,24,1,0,18,0,1.71746
2048,6656,16384,21,0,0,20,1,0,17,0,0.887665
3072,16384,2560,21,0,0,20,2,1,17,1920,0.522455
3072,16384,16384,21,0,0,20,1,0,17,0,3.12277
3072,16384,13312,21,0,0,24,1,0,18,0,2.56387
3072,6656,16384,21,0,0,20,1,0,17,0,1.3394
4096,16384,2560,21,0,0,24,1,0,18,0,0.656292
4096,16384,16384,21,0,0,24,1,0,18,0,4.06074
4096,16384,13312,21,0,0,20,1,0,17,0,3.34959
4096,6656,16384,21,0,0,23,1,0,15,0,1.74936
5120,16384,2560,21,0,0,20,2,1,17,3200,0.862198
5120,16384,16384,21,0,0,24,1,0,18,0,5.11504
5120,16384,13312,21,0,0,20,1,0,17,0,4.20473
5120,6656,16384,21,0,0,23,1,0,15,0,2.1954
6144,16384,2560,21,0,0,20,1,0,17,0,0.990556
6144,16384,16384,21,0,0,24,1,0,18,0,6.17235
6144,16384,13312,21,0,0,20,1,0,17,0,5.03484
6144,6656,16384,21,0,0,20,1,0,17,0,2.62474
7168,16384,2560,21,0,0,20,2,1,17,4480,1.20236
7168,16384,16384,21,0,0,20,1,0,17,0,7.19045
7168,16384,13312,21,0,0,24,1,0,18,0,5.762
7168,6656,16384,21,0,0,20,1,0,17,0,3.07098
8192,16384,2560,21,0,0,24,1,0,18,0,1.30058
8192,16384,16384,21,0,0,24,1,0,18,0,8.09883
8192,16384,13312,21,0,0,24,1,0,18,0,6.60904
8192,6656,16384,21,0,0,23,1,0,15,0,3.46792
9216,16384,2560,21,0,0,24,1,0,18,0,1.50887
9216,16384,16384,21,0,0,23,1,0,15,0,9.19701
9216,16384,13312,21,0,0,24,1,0,18,0,7.49862
9216,6656,16384,21,0,0,20,1,0,17,0,3.93943
10240,16384,2560,21,0,0,20,1,0,17,0,1.63276
10240,16384,16384,21,0,0,20,1,0,17,0,10.216
10240,16384,13312,21,0,0,20,1,0,17,0,8.32736
10240,6656,16384,21,0,0,20,1,0,17,0,4.38075
11264,16384,2560,21,0,0,20,1,0,17,0,1.83924
11264,16384,16384,21,0,0,20,1,0,17,0,11.2334
11264,16384,13312,21,0,0,20,1,0,17,0,9.14278
11264,6656,16384,21,0,0,20,1,0,17,0,4.80892
12288,16384,2560,21,0,0,24,1,0,18,0,1.93842
12288,16384,16384,21,0,0,23,1,0,15,0,12.1987
12288,16384,13312,21,0,0,20,1,0,17,0,9.97425
12288,6656,16384,21,0,0,23,1,0,15,0,5.22661
13312,16384,2560,21,0,0,24,1,0,18,0,2.14451
13312,16384,16384,21,0,0,23,1,0,15,0,13.2392
13312,16384,13312,21,0,0,20,1,0,17,0,10.7991
13312,6656,16384,21,0,0,23,1,0,15,0,5.66398
